WBID,PLANNING_UNIT,GROUP_NAME,WATERBODY_NAME,WATERBODY_SIZE,UNITS,WATER_TYPE,CLASS,PERIMETER
3212C,Lake Okeechobee,Lake Okeechobee,LAKE OKEECHOBEE,28.31031,sq. miles,LAKE,1,77895.78600321
3212D,Lake Okeechobee,Lake Okeechobee,LAKE OKEECHOBEE,113.22511,sq. miles,LAKE,1,74239.68385506000
3212E,Lake Okeechobee,Lake Okeechobee,LAKE OKEECHOBEE,118.90815,sq. miles,LAKE,1,72410.68505413000
3212F,Lake Okeechobee,Lake Okeechobee,LAKE OKEECHOBEE,93.46517,sq. miles,LAKE,1,63732.67368282
3212G,Lake Okeechobee,Lake Okeechobee,LAKE OKEECHOBEE,85.49237000000000,sq. miles,LAKE,1,61254.08817494
3212H,Lake Okeechobee,Lake Okeechobee,LAKE OKEECHOBEE,35.28069,sq. miles,LAKE,1,46666.49132793
1932K,Lake Placid,Kissimmee River,LAKE MCCOY,0.07949,sq. miles,LAKE,3F,1749.58305324
1932L,Lake Placid,Kissimmee River,SADDLEBAGS LAKE,0.03811,sq. miles,LAKE,3F,1392.64648261
1932M,Lake Placid,Kissimmee River,BLUE LAKE,0.02588,sq. miles,LAKE,3F,941.96451704
1932N,Lake Placid,Kissimmee River,LITTLE LAKE GRASSY,0.01459,sq. miles,LAKE,3F,706.70597322
1474A,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE WASTENA,0.02804,sq. miles,LAKE,3F,1120.04466714
1474B,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE ELIZABETH,0.0294,sq. miles,LAKE,3F,1041.88136804
1474C,Coastal Old Tampa Bay Tributary,Tampa Bay,WYNDHAM LAKE,0.01592,sq. miles,LAKE,3F,775.9284390700000
1474T,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE FAYE,0.01501,sq. miles,LAKE,3F,832.4249444000000
1402A,Hillsborough River,Tampa Bay Tributaries,HOG ISLAND LAKE,0.07186,sq. miles,LAKE,3F,3057.62248498
1402B,Hillsborough River,Tampa Bay Tributaries,TURTLE (TAMPA) LAKE,0.04291,sq. miles,LAKE,3F,1877.46924629
1402C,Hillsborough River,Tampa Bay Tributaries,BURRELL LAKE,0.02594,sq. miles,LAKE,3F,1767.71540013
1402D,Hillsborough River,Tampa Bay Tributaries,FLYNN LAKE,0.01939,sq. miles,LAKE,3F,1691.16515608
3293A,North Dade County,Southeast Coast - Biscayne Bay,HAMMOCK LAKE (WEST),0.0191,sq. miles,LAKE,3F,1200.11141595
3293A1,North Dade County,Southeast Coast - Biscayne Bay,HAMMOCK LAKE (EAST),0.02348,sq. miles,LAKE,3F,1345.66314207
1474U,Coastal Old Tampa Bay Tributary,Tampa Bay,ISLAND FORD LAKE,0.13879,sq. miles,LAKE,3F,3830.85063276
1464V,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE HIAWATHA,0.21118,sq. miles,LAKE,3F,3264.61007386
1539A,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE STARR,0.1585,sq. miles,LAKE,3F,3225.36705381
1539B,Upper Peace River,Sarasota Bay - Peace - Myakka,MOUNTAIN LAKE,0.14374,sq. miles,LAKE,3F,4508.82166336
1539C,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE ANNIE,0.63648,sq. miles,LAKE,3F,6016.55821258
1451B,Hillsborough River,Tampa Bay Tributaries,KEENE LAKE,0.05075,sq. miles,LAKE,3F,3010.80245457
1451C,Hillsborough River,Tampa Bay Tributaries,LAKE KELL,0.05075,sq. miles,LAKE,3F,2036.16747189
1451D,Hillsborough River,Tampa Bay Tributaries,LAKE PADGETT,0.2819,sq. miles,LAKE,3F,6566.80342846
1451E,Hillsborough River,Tampa Bay Tributaries,BIRD LAKE,0.08053,sq. miles,LAKE,3F,2204.12426569
1539D,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE OTIS,0.21759,sq. miles,LAKE,3F,4461.57373954
1451F,Hillsborough River,Tampa Bay Tributaries,TREASURE (LUCY) LAKE,0.03838,sq. miles,LAKE,3F,2945.12097637
1451G,Hillsborough River,Tampa Bay Tributaries,KING LAKE,0.19676,sq. miles,LAKE,3F,4542.0472983
1807B,Manatee River,Tampa Bay Tributaries,LAKE MANATEE RESERVOIR,2.17212,sq. miles,LAKE,1,47131.4558982
1621G1,Alafia River,Tampa Bay Tributaries,BRANWOOD DR POND,0.02619,sq. miles,LAKE,3F,1422.92164338
1491A,Hillsborough River,Tampa Bay Tributaries,LESTER LAKE,0.06627,sq. miles,LAKE,3F,2101.65292742
1553A,Hillsborough River,Tampa Bay Tributaries,LAKE SILVER,0.02695,sq. miles,LAKE,3F,960.52067111
1491B,Hillsborough River,Tampa Bay Tributaries,GALLOWAY LAKE,0.05537,sq. miles,LAKE,3F,2109.12299662
1914A,Manatee River,Tampa Bay Tributaries,WARD LAKE,0.36685,sq. miles,LAKE,1,5209.98217764
2074A,Charlotte Harbor Proper,Charlotte Harbor,ALLIGATOR LAKE,0.51568,sq. miles,LAKE,1,25235.49258709
1543B,Hillsborough River,Tampa Bay Tributaries,LAKE BEULAH,0.02851,sq. miles,LAKE,3F,981.91288079
1464W,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE ANN (PARKER),0.14364,sq. miles,LAKE,3F,4033.68887619
1473Y,Coastal Old Tampa Bay Tributary,Tampa Bay,CALM LAKE,0.1799,sq. miles,LAKE,3F,2973.64051388
1473Z,Coastal Old Tampa Bay Tributary,Tampa Bay,JAMES LAKE,0.02399,sq. miles,LAKE,3F,1011.66390542
1464X,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE SEMINOLE,0.02202,sq. miles,LAKE,3F,1112.96764975
1464Y,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE GENEVA,0.0246,sq. miles,LAKE,3F,1247.41565043
1473A,Coastal Old Tampa Bay Tributary,Tampa Bay,KEYSTONE LAKE,0.67327,sq. miles,LAKE,3F,11178.64314556
1473B,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE EVA,0.0092,sq. miles,LAKE,3F,547.5974319
1539E,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE FLORENCE,0.1141,sq. miles,LAKE,3F,2254.20035347
1539F,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE LEE,0.04888,sq. miles,LAKE,3F,2127.8327432
1539G,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE GORDON,0.02073,sq. miles,LAKE,3F,1143.22079583
1539H,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE VENUS,0.04147,sq. miles,LAKE,3F,1524.13699286
1539P,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE DEXTER,0.22944,sq. miles,LAKE,3F,3593.74397565
1539Q,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE NED,0.11334,sq. miles,LAKE,3F,2276.85421152
1539R,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE DAISY,0.2102,sq. miles,LAKE,3F,2870.54679801
1539S,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE RING,0.00326,sq. miles,LAKE,3F,413.16589522
1451H,Hillsborough River,Tampa Bay Tributaries,BELL LAKE,0.12912,sq. miles,LAKE,3F,4485.85175429
1451I,Hillsborough River,Tampa Bay Tributaries,COMMSTON LAKE,0.02224,sq. miles,LAKE,3F,1009.16971834
1451J,Hillsborough River,Tampa Bay Tributaries,CURVE LAKE,0.04087,sq. miles,LAKE,3F,1533.28739126
1451T,Hillsborough River,Tampa Bay Tributaries,LAKE HANNA,0.0528,sq. miles,LAKE,3F,2239.62042044
1473W,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE JUANITA,0.03757,sq. miles,LAKE,3F,1330.81457311
1473X,Coastal Old Tampa Bay Tributary,Tampa Bay,MOUND LAKE,0.11676,sq. miles,LAKE,3F,2239.57716517
1539X,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE MARIAM,0.28344,sq. miles,LAKE,3F,3759.49399178
1451V,Hillsborough River,Tampa Bay Tributaries,LAKE FLOYD,0.04469,sq. miles,LAKE,3F,2971.97211632
1451W,Hillsborough River,Tampa Bay Tributaries,SAXON LAKE,0.13172,sq. miles,LAKE,3F,5973.28468267
1451X,Hillsborough River,Tampa Bay Tributaries,EAST LAKE,0.15491,sq. miles,LAKE,3F,6288.29229894
1451Y,Hillsborough River,Tampa Bay Tributaries,LAKE JOYCE,0.03015,sq. miles,LAKE,3F,1316.08088373
1451A,Hillsborough River,Tampa Bay Tributaries,LAKE STEMPER,0.17733,sq. miles,LAKE,3F,3594.78450147
1451Z,Hillsborough River,Tampa Bay Tributaries,LUTZ (LITTLE HOBBS) LAKE,0.01084,sq. miles,LAKE,3F,640.04787719
2092H1,Pine Island,Charlotte Harbor,LAKE GUMBO,0.06441,sq. miles,LAKE,3F,11573.45449391
1418A,Hillsborough River,Tampa Bay Tributaries,KING (EAST) LAKE,0.41791,sq. miles,LAKE,3F,5457.78588819
1424,Hillsborough River,Tampa Bay Tributaries,LAKE PASADENA,0.62103,sq. miles,LAKE,3F,10124.06353972
1506A,Hillsborough River,Tampa Bay Tributaries,MEADOW VIEW LAKE,0.08577,sq. miles,LAKE,3F,2480.78049823
1981,Lower Myakka River,Sarasota Bay - Peace - Myakka,LAKE MYAKKA (LOWER SEGMENT),0.88626,sq. miles,LAKE,1,11416.07870368
1561B,Hillsborough River,Tampa Bay Tributaries,MUD LAKE,0.10685,sq. miles,LAKE,3F,2240.31574518
1981C,Lower Myakka River,Sarasota Bay - Peace - Myakka,LAKE MYAKKA (UPPER SEGMENT),1.49703,sq. miles,LAKE,1,12870.63371528
1565A,Hillsborough River,Tampa Bay Tributaries,MOORE LAKE,0.02649,sq. miles,LAKE,3F,950.40037233
1549D,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE HORNEY,0.011,sq. miles,LAKE,3F,672.45554671
1549E,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE JOHN,0.15405,sq. miles,LAKE,3F,8892.21949828
1549F,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE SOMERSET,0.07045,sq. miles,LAKE,3F,3551.04293218
1549X,Upper Peace River,Sarasota Bay - Peace - Myakka,HOLLINGSWORTH LAKE,0.55316,sq. miles,LAKE,3F,4402.45991937
1623L,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE HANCOCK,7.184820000000000,sq. miles,LAKE,3F,22054.21854817
1623M,Upper Peace River,Sarasota Bay - Peace - Myakka,EAGLE LAKE,0.99819,sq. miles,LAKE,3F,9041.97031185
1623M1,Upper Peace River,Sarasota Bay - Peace - Myakka,GRASSY LAKE,0.08486,sq. miles,LAKE,3F,2167.6611816
1623M2,Upper Peace River,Sarasota Bay - Peace - Myakka,MILLSITE LAKE,0.19937,sq. miles,LAKE,3F,3181.26813513
1543,Hillsborough River,Tampa Bay Tributaries,LAKE HUNTER,0.14273,sq. miles,LAKE,3F,2430.00480937
3245A,C-51,Lake Worth Lagoon - Palm Beach Coast,OKEEHEELEE PARK,0.32224,sq. miles,LAKE,3F,7422.341067580000
3245B,C-51,Lake Worth Lagoon - Palm Beach Coast,LAKE CLARKE,0.09842,sq. miles,LAKE,3F,5651.34889206
3245C1,C-51,Lake Worth Lagoon - Palm Beach Coast,LAKE MANGONIA,0.87766,sq. miles,LAKE,1,7774.27863143
3245C2,C-51,Lake Worth Lagoon - Palm Beach Coast,CLEAR LAKE,0.62399,sq. miles,LAKE,1,8210.52201943
3245C4,C-51,Lake Worth Lagoon - Palm Beach Coast,PINE LAKE,0.0522,sq. miles,LAKE,3F,2811.29549076
1488P,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE MARTHA,0.13458,sq. miles,LAKE,3F,2130.01883829
1488Q,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE MAUDE,0.08366,sq. miles,LAKE,3F,1770.34950378
1488R,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE IDYL,0.02782,sq. miles,LAKE,3F,1014.50304222
1488S,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE BUCKEYE,0.1094,sq. miles,LAKE,3F,2572.6516931
1488T,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE CUMMINGS,0.13648,sq. miles,LAKE,3F,2968.35856676
3283A,North Dade County,Southeast Coast - Biscayne Bay,DESOTO LAKE,0.10137,sq. miles,LAKE,3F,3139.1582567
1521,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE LULU,0.43678,sq. miles,LAKE,3F,4771.18128935
1521A,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE WINTERSET,0.85007,sq. miles,LAKE,3F,6954.51319392
1521A1,Upper Peace River,Sarasota Bay - Peace - Myakka,RIVER LAKE,0.04849,sq. miles,LAKE,3F,2521.22893011
1521B,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE ELOISE,1.807,sq. miles,LAKE,3F,11217.16286734
1549B2,Upper Peace River,Sarasota Bay - Peace - Myakka,LITTLE BANANA LAKE,0.08151,sq. miles,LAKE,3F,2635.42748527
1623T,Upper Peace River,Sarasota Bay - Peace - Myakka,ENGLE LAKE,0.0082,sq. miles,LAKE,3F,519.52105872
1623X,Upper Peace River,Sarasota Bay - Peace - Myakka,RECLAIMED MINE CUT LAKE,0.06942,sq. miles,LAKE,3F,3364.24913236
1623Z,Upper Peace River,Sarasota Bay - Peace - Myakka,FORT MEADE LAKES,0.03876,sq. miles,LAKE,3F,1762.93810429
1549C,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE BENTLEY,0.08293,sq. miles,LAKE,3F,2737.64842738
1488U,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE CONINE,0.33014,sq. miles,LAKE,3F,3998.13920457
1488V,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE SWOOPE,0.12996,sq. miles,LAKE,3F,2969.58103509
1488W,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE LUCERNE,0.06189,sq. miles,LAKE,3F,1472.49203926
1488W1,Upper Peace River,Sarasota Bay - Peace - Myakka,TERRIE POND,0.01094,sq. miles,LAKE,3F,662.82604505
1488X,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE GEORGE,0.06758,sq. miles,LAKE,3F,1780.41269236
1488Y,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE PANSY,0.07783,sq. miles,LAKE,3F,1638.61574279
18511,Middle Peace River,Sarasota Bay - Peace - Myakka,HOG LAKE,0.03065,sq. miles,LAKE,3F,1429.54402248
3277X,Broward County,Southeast Coast - Biscayne Bay,PLAYLAND ISLES LAKES,0.00841,sq. miles,LAKE,3F,1053.7996572
1521D,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE SHIPP,0.42084,sq. miles,LAKE,3F,4172.55266052
1521E,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE MAY,0.07051,sq. miles,LAKE,3F,2179.52604364
1549B,Upper Peace River,Sarasota Bay - Peace - Myakka,BANANA LAKE,0.36752,sq. miles,LAKE,3F,4566.41406169
1549B1,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE STAHL,0.04777,sq. miles,LAKE,3F,1995.87285099
1521F,Upper Peace River,Sarasota Bay - Peace - Myakka,LAKE HOWARD,0.97135,sq. miles,LAKE,3F,6424.5218305
1456A,Anclote River / Coastal Pinellas County,Springs Coast,LAKE THOMAS,0.2579,sq. miles,LAKE,3F,5004.64957298
1456B,Anclote River / Coastal Pinellas County,Springs Coast,BIG LAKE VIENNA,0.06011,sq. miles,LAKE,3F,1623.30495247
1627A,Coastal Old Tampa Bay Tributary,Tampa Bay,SWAN LAKE,0.00516,sq. miles,LAKE,3F,434.7862663
1493D,Coastal Old Tampa Bay Tributary,Tampa Bay,WILLIAMS LAKE,0.02406,sq. miles,LAKE,3F,989.60703479
1493E,Coastal Old Tampa Bay Tributary,Tampa Bay,BUCK LAKE,0.04996,sq. miles,LAKE,3F,2062.13813861
1493F,Coastal Old Tampa Bay Tributary,Tampa Bay,ECHO LAKE,0.03775,sq. miles,LAKE,3F,1353.59523718
1456C,Anclote River / Coastal Pinellas County,Springs Coast,VIENNA LAKE,0.03221,sq. miles,LAKE,3F,2334.06994375
1456Y,Anclote River / Coastal Pinellas County,Springs Coast,LITTLE VIENNA LAKE,0.02685,sq. miles,LAKE,3F,1836.47315187
1493V,Coastal Old Tampa Bay Tributary,Tampa Bay,TAYLOR LAKE,0.07389,sq. miles,LAKE,3F,3101.1176134
1493W,Coastal Old Tampa Bay Tributary,Tampa Bay,GARDEN LAKE,0.01306,sq. miles,LAKE,3F,814.29798029
1493X,Coastal Old Tampa Bay Tributary,Tampa Bay,RAINBOW LAKE,0.07389,sq. miles,LAKE,3F,2393.14950974
1537,Hillsborough River,Tampa Bay Tributaries,LAKE WIRE,0.03467,sq. miles,LAKE,3F,1152.19821451
1537A,Hillsborough River,Tampa Bay Tributaries,LAKE BONNET,0.12342,sq. miles,LAKE,3F,7338.5990201
1513Y,Coastal Old Tampa Bay Tributary,Tampa Bay,FAIRY LAKE (LAKE MAURINE),0.08047,sq. miles,LAKE,3F,4053.84096065
1513Z,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE GRACE,0.02309,sq. miles,LAKE,3F,865.9668390400000
1514A,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE LE CLARE,0.0676,sq. miles,LAKE,3F,1648.01144052
1515,Coastal Old Tampa Bay Tributary,Tampa Bay,HORSE LAKE,0.04162,sq. miles,LAKE,3F,3260.94120016
1516A,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE CARROLL,0.32421,sq. miles,LAKE,3F,8029.35368566
1516B,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE MAGDALENE,0.32707,sq. miles,LAKE,3F,7307.78973023
1463R,Coastal Old Tampa Bay Tributary,Tampa Bay,ROCK LAKE,0.08242,sq. miles,LAKE,3F,1874.70239222
1463Z,Coastal Old Tampa Bay Tributary,Tampa Bay,MOSS LAKE,0.04683,sq. miles,LAKE,3F,1526.83778368
1464,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE ANN,0.00179,sq. miles,LAKE,3F,232.7850434
1464A,Coastal Old Tampa Bay Tributary,Tampa Bay,BLACK LAKE,0.00989,sq. miles,LAKE,3F,575.51747446
1464B,Coastal Old Tampa Bay Tributary,Tampa Bay,FISHING LAKE,0.01704,sq. miles,LAKE,3F,978.08129881
1329N,Upper Withlacoochee,Withlacoochee,SPARKMAN LAKE,0.02837,sq. miles,LAKE,3F,1636.73589803
1516C,Coastal Old Tampa Bay Tributary,Tampa Bay,PLATT LAKE,0.09761,sq. miles,LAKE,3F,2010.75295857
1516D,Coastal Old Tampa Bay Tributary,Tampa Bay,BAY LAKE,0.05736,sq. miles,LAKE,3F,1627.82753664
1464C,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE MINNIOLA,0.04414,sq. miles,LAKE,3F,1611.45023928
1464D,Coastal Old Tampa Bay Tributary,Tampa Bay,HOLIDAY LAKE,0.01999,sq. miles,LAKE,3F,846.80323907
1329Y,Upper Withlacoochee,Withlacoochee,MOUNTAIN LAKE,0.18766,sq. miles,LAKE,3F,4570.12893112
1329Z,Upper Withlacoochee,Withlacoochee,NEFF LAKE,0.34434,sq. miles,LAKE,3F,5563.05125353
1392A,Middle Coastal,Springs Coast,LAKE IOLA,0.15251,sq. miles,LAKE,3F,2526.04023952
1466,Upper Withlacoochee,Withlacoochee,LAKE AGNES,0.59733,sq. miles,LAKE,3F,6849.55663498
1329M,Upper Withlacoochee,Withlacoochee,IRVIN LAKE,0.04328,sq. miles,LAKE,3F,1556.6566696
1329O,Upper Withlacoochee,Withlacoochee,MCCLENDON LAKE,0.05434,sq. miles,LAKE,3F,2765.33104832
1384A,Middle Coastal,Springs Coast,BONNETT POND,0.02805,sq. miles,LAKE,3F,1722.35736578
1329P,Upper Withlacoochee,Withlacoochee,DOWLING LAKE,0.12315,sq. miles,LAKE,3F,3402.88884765
1329Q,Upper Withlacoochee,Withlacoochee,ROCK POND,0.04774,sq. miles,LAKE,3F,3178.95732033
1370,Upper Withlacoochee,Withlacoochee,BAPTIZING HOLE,0.02423,sq. miles,LAKE,3F,1310.21295463
1391,Middle Coastal,Springs Coast,HUNTERS LAKE,0.60175,sq. miles,LAKE,3F,13767.63943707
1392,Middle Coastal,Springs Coast,CREWS LAKE,0.48035,sq. miles,LAKE,3F,10134.5161423
1329T,Upper Withlacoochee,Withlacoochee,BLUE SINK (BLUE SINK LAKE),0.00291,sq. miles,LAKE,3F,524.29592723
1329V,Lower Withlacoochee,Withlacoochee,LAKE BLUE COVE,0.03498,sq. miles,LAKE,3F,1269.5298773
1342B,Lake Panasoffkee,Withlacoochee,LAKE SUNSHINE,0.02834,sq. miles,LAKE,3F,1257.99918975
1342X,Lake Panasoffkee,Withlacoochee,BLACK LAKE,0.05616,sq. miles,LAKE,3F,3121.54427602
1342Y,Lake Panasoffkee,Withlacoochee,CHERRY LAKE,0.45027,sq. miles,LAKE,3F,10220.43008987
1371A,Tsalo Apopka,Withlacoochee,MCKETHAN LAKE,0.051,sq. miles,LAKE,3F,1555.2799236
1342Z,Lake Panasoffkee,Withlacoochee,LAKE MIONA,0.50902,sq. miles,LAKE,3F,5909.46300741
1440B,Anclote River / Coastal Pinellas County,Springs Coast,WISTARIA LAKE,0.03714,sq. miles,LAKE,3F,1372.29973933
1450A,Anclote River / Coastal Pinellas County,Springs Coast,LAKE CONLEY,0.15508,sq. miles,LAKE,3F,9296.77153435
1347,Lake Panasoffkee,Withlacoochee,LAKE OKAHUMPKA,0.88204,sq. miles,LAKE,3F,9909.0230084
1347B,Lake Panasoffkee,Withlacoochee,HIDDEN LAKE,0.00946,sq. miles,LAKE,3F,714.32967876
2030B,Lemon Bay,Charlotte Harbor,VENICE GARDENS LAKE,0.10773,sq. miles,LAKE,3F,6741.86761284
1709A,Coastal Middle Tampa Bay Tributary,Tampa Bay,MIRROR LAKE,0.01646,sq. miles,LAKE,3F,775.51758568
1550A,Anclote River / Coastal Pinellas County,Springs Coast,JERRY LAKE,0.04868,sq. miles,LAKE,3F,1423.85096769
1550B,Anclote River / Coastal Pinellas County,Springs Coast,SPRING LAKE,0.03432,sq. miles,LAKE,3F,1389.75520871
1377A,Upper Withlacoochee,Withlacoochee,AKINS POND,0.06147,sq. miles,LAKE,3F,1820.34355695
1345E,Homosassa River,Springs Coast,MORRISON POND,0.00585,sq. miles,LAKE,3F,600.46556811
1329L,Upper Withlacoochee,Withlacoochee,TANK LAKE,0.04667,sq. miles,LAKE,3F,1705.15666397
3703A,Waccasassa River,Suwannee,WATERMELON POND,1.83507,sq. miles,LAKE,3F,32987.24689753
1378A,Upper Withlacoochee,Withlacoochee,BIG GANT LAKE,0.14314,sq. miles,LAKE,3F,2363.86228604
1547A,Hillsborough River,Tampa Bay Tributaries,LAKE VALRICO,0.15869,sq. miles,LAKE,3F,5112.42101976
1392B,Middle Coastal,Springs Coast,LAKE HANCOCK,0.74761,sq. miles,LAKE,3F,7735.23642935
3731A,Waccasassa River,Suwannee,LAKE MARION,0.12821,sq. miles,LAKE,3F,3013.40563709
3738A,Waccasassa River,Suwannee,LITTLE BONABLE LAKE,0.24208,sq. miles,LAKE,3F,3920.50318814
1342A,Lake Panasoffkee,Withlacoochee,LADY LAKE,0.31793,sq. miles,LAKE,3F,8303.18398716
1547B,Hillsborough River,Tampa Bay Tributaries,LONG POND,0.08181,sq. miles,LAKE,3F,2334.67487181
1547C,Hillsborough River,Tampa Bay Tributaries,LAKE WEEKS,0.07286,sq. miles,LAKE,3F,1810.10179586
1392C,Middle Coastal,Springs Coast,MIDDLE LAKE,0.33478,sq. miles,LAKE,3F,5203.63114572
1392D,Middle Coastal,Springs Coast,MOODY LAKE (WEST),0.13467,sq. miles,LAKE,3F,2590.63145529
1574A,Coastal Old Tampa Bay Tributary,Tampa Bay,ALLIGATOR LAKE,0.12365,sq. miles,LAKE,3F,6008.60351309
1576A,Coastal Hillsborough Bay Tributary,Tampa Bay,MANGO LAKE,0.12301,sq. miles,LAKE,3F,7677.480530620000
1547D,Hillsborough River,Tampa Bay Tributaries,LAKE HOOKER,0.06584,sq. miles,LAKE,3F,2853.8151576
1553,Hillsborough River,Tampa Bay Tributaries,TWIN LAKE,0.04003,sq. miles,LAKE,3F,1312.08577851
3738B,Waccasassa River,Suwannee,BONABLE LAKE,0.32761,sq. miles,LAKE,3F,4959.93408957
1392E,Middle Coastal,Springs Coast,MOODY LAKE (EAST),0.17595,sq. miles,LAKE,3F,4100.4472842
1392F,Middle Coastal,Springs Coast,JESSAMINE LAKE,0.11794,sq. miles,LAKE,3F,2100.24104343
1579A,Coastal Hillsborough Bay Tributary,Tampa Bay,BELLOWS LAKE (EAST LAKE),0.15747,sq. miles,LAKE,3F,5079.99245406
1382E,Middle Coastal,Springs Coast,HIGHLAND LAKE,0.04478,sq. miles,LAKE,3F,1815.99059859
1493B,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE ALICE,0.14426,sq. miles,LAKE,3F,3378.21421319
1493C,Coastal Old Tampa Bay Tributary,Tampa Bay,THORPE LAKE,0.0192,sq. miles,LAKE,3F,878.9840896300000
3738C,Waccasassa River,Suwannee,TIGER LAKE,0.11799,sq. miles,LAKE,3F,2816.17974072
1450B,Anclote River / Coastal Pinellas County,Springs Coast,LAKE NASH,0.04454,sq. miles,LAKE,3F,2681.19750222
1971,Sarasota Bay,Sarasota Bay - Peace - Myakka,CLARK LAKE,0.08086,sq. miles,LAKE,3F,6958.99802768
1523E,Hillsborough River,Tampa Bay Tributaries,LAKE GASS,0.04191,sq. miles,LAKE,3F,1482.66605347
1443H,Hillsborough River,Tampa Bay Tributaries,HILLSBOROUGH RESERVOIR,0.67885,sq. miles,LAKE,1,39860.55363046
1732A,Little Manatee River,Tampa Bay Tributaries,CARLTON LAKE,0.0528,sq. miles,LAKE,3F,1361.00743456
1523F,Hillsborough River,Tampa Bay Tributaries,DORSET LAKE,0.00569,sq. miles,LAKE,3F,517.4659403
1523G,Hillsborough River,Tampa Bay Tributaries,PINE LAKE,0.01305,sq. miles,LAKE,3F,842.3297943800000
1463Q,Coastal Old Tampa Bay Tributary,Tampa Bay,COMO LAKE,0.03864,sq. miles,LAKE,3F,1200.44633373
1463A,Coastal Old Tampa Bay Tributary,Tampa Bay,TURKEY FORD LAKE,0.14454,sq. miles,LAKE,3F,2235.94344902
1463C,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE BROOKER,0.0378,sq. miles,LAKE,3F,1414.10052821
1463D,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE HARVEY,0.0322,sq. miles,LAKE,3F,1220.79670612
1463E,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE HELEN,0.02355,sq. miles,LAKE,3F,909.70137379
1592A,Alafia River,Tampa Bay Tributaries,MEDARD RESERVOIR,1.02592,sq. miles,LAKE,3F,15675.18941308
1465A,Hillsborough River,Tampa Bay Tributaries,HAWK LAKE,0.00446,sq. miles,LAKE,3F,472.06495275
1474V,Coastal Old Tampa Bay Tributary,Tampa Bay,CRESCENT LAKE,0.0708,sq. miles,LAKE,3F,2491.01275336
1474W,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE DEAD LADY,0.00544,sq. miles,LAKE,3F,434.87859901
1474X,Coastal Old Tampa Bay Tributary,Tampa Bay,WOOD LAKE,0.02839,sq. miles,LAKE,3F,1379.89046316
1453A,Hillsborough River,Tampa Bay Tributaries,LAKE BERNADETTE,0.03502,sq. miles,LAKE,3F,1406.55920871
1459,Hillsborough River,Tampa Bay Tributaries,BANJO LAKE,0.01503,sq. miles,LAKE,3F,1002.51799993
